id,account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
6263,41,13,24,0,0,668,0,0,0,1,37,4,non-spammer
6264,452,190,244,8288,0,13330,2,1,2,1,112,0,non-spammer
6265,497,1731,1895,623,1,5246,0,0,0,1,48,0,non-spammer
6266,179,14,146,0,0,43,0,0,1,1,53,1,non-spammer
6267,636,417,67,0,0,3495,1,0,1,1,70,2,non-spammer
6268,154,1274,1892,0,0,40098,0,4,0,1,86,0,non-spammer
6269,937,172,83,98,4,923,0,0,0,1,12,0,non-spammer
6270,1409,542,126,2,33,90230,0,0,0,1,43,0,non-spammer
6271,443,2442,2679,2055,3,26249,91,0,1,1,28,4,non-spammer
6272,287,0,0,48,0,49,8022,1,1,1,116,8,non-spammer
6273,1094,33,27,1,1,1778,0,0,0,1,82,0,non-spammer
6274,224,1965,980,6,12,33896,0,1,1,1,65,0,non-spammer
6275,1025,304,275,4,0,881,0,1,0,1,73,2,non-spammer
6276,723,69,355,4,0,3309,0,0,1,1,91,0,non-spammer
6277,20,0,11,0,0,1,0,1,0,2,40,4,non-spammer
6278,1712,3433,2701,7,181,12665,0,1,0,1,94,0,non-spammer
6279,1252,961,553,0,6,29873,0,0,0,1,104,0,non-spammer
6280,1585,39,3,0,3,65,0,0,0,1,46,0,non-spammer
6281,1367,252,131,39,14,11415,0,0,1,1,71,0,non-spammer
6282,1762,5609,6107,36461,133,67231,1,0,2,1,118,2,non-spammer
6283,579,254,49,22,0,2162,0,0,0,1,6,0,non-spammer
6284,168,61,253,1,0,868,0,0,0,1,46,0,non-spammer
6285,1301,789,922,78,6,35989,0,3,1,1,92,0,non-spammer
6286,789,2821,2649,58,0,12201,0,0,0,1,76,2,non-spammer
6287,62,93,73,43,0,1877,0,1,0,1,19,0,non-spammer
6288,1409,1139,1138,0,118,35071,0,1,0,1,110,10,non-spammer
6289,542,2,17,0,0,1,0,0,0,1,85,5,non-spammer
6290,860,7395,7576,44,79,93358,0,0,0,1,116,1,non-spammer
6291,255,489,47,6,0,1406,1135,0,1,1,28,0,non-spammer
6292,748,391,357,1537,0,6145,0,0,0,1,93,2,non-spammer
6293,196,60,74,434,2,3948,0,1,0,1,31,0,non-spammer
6294,1615,425,337,2444,1,27745,0,0,0,1,79,0,non-spammer
6295,775,256,128,1,2,23639,0,0,0,1,63,0,non-spammer
6296,244,574,970,19,1,680,0,0,0,1,90,2,non-spammer
6297,1170,1225,2000,11,7,16671,0,0,0,1,64,0,non-spammer
6298,543,1,1,0,0,11106,0,0,0,1,61,0,non-spammer
6299,1096,18,471,13,0,640,0,0,0,1,31,1,non-spammer
6300,19,321,1052,4,0,5177,0,0,0,1,45,0,non-spammer
6301,142,26,149,1050,1,600,5,1,1,1,102,3,non-spammer
6302,664,6169,6206,0,8,126054,0,0,0,1,67,8,non-spammer
6303,901,771,747,36,1,5623,0,9,0,1,105,0,non-spammer
6304,1086,187,77,30,0,47671,0,0,0,1,64,0,non-spammer
6305,344,118,563,143,1,533,0,0,0,1,1,0,non-spammer
6306,764,141,156,73,0,1917,0,0,0,1,9,0,non-spammer
6307,470,78,106,0,3,4706,0,1,0,1,34,3,non-spammer
6308,1565,33739,70,2,311,19234,0,0,0,1,42,0,non-spammer
6309,36,951,5,1,0,6923,0,0,0,1,114,0,non-spammer
6310,863,1579,1004,0,0,616,0,0,0,1,38,0,non-spammer
6311,34,37,173,26,0,54,2,0,1,1,92,2,non-spammer
6312,1626,182,99,43,3,6783,0,1,0,1,61,0,non-spammer
6313,497,1093,0,1,1,4109,0,0,0,1,43,0,non-spammer
6314,90,226,153,343,0,5418,0,0,0,1,87,10,non-spammer
6315,719,874,943,11,0,1059,0,0,0,1,16,1,non-spammer
6316,639,9,12,0,0,640,0,0,0,1,29,4,non-spammer
6317,486,270,639,3,0,585,1488,0,2,1,96,4,non-spammer
6318,384,66,171,20,0,439,0,0,0,1,108,0,non-spammer
6319,128,224,218,1505,2,23150,0,0,0,1,16,0,non-spammer
6320,400,509,219,18452,0,19261,0,0,0,1,68,1,non-spammer
6321,734,2,641,0,0,516,2,1,1,1,30,0,non-spammer
6322,408,3006,2995,2466,7,42909,1,1,1,1,110,4,non-spammer
6323,1221,520,530,3036,41,27851,0,0,0,1,41,2,non-spammer
6324,1818,602,656,1144,55,54714,0,1,0,1,52,8,non-spammer
6325,1221,1633,1042,283,2,32041,0,0,0,1,44,0,non-spammer
6326,140,153,510,11,0,254,0,0,0,1,29,0,non-spammer
6327,10,31,241,40,0,37,0,1,0,1,98,0,non-spammer
6328,465,279,713,510,1,1872,0,0,1,1,18,0,non-spammer
6329,1092,451,438,793,1,8560,0,0,0,1,46,0,non-spammer
6330,164,14977,4014,247,15,11470,1,0,1,1,77,4,non-spammer
6331,785,357,279,3482,15,87824,0,0,0,1,72,17,non-spammer
6332,32,23,37,0,0,56,0,0,0,1,23,0,non-spammer
6333,655,500,386,175,2,13744,0,0,0,1,30,0,non-spammer
6334,829,1766,271,32,24,3978,0,0,0,1,53,0,non-spammer
6335,121,70,439,3609,0,8328,43,0,1,1,116,6,non-spammer
6336,660,509,317,98,1,55677,0,0,0,1,80,0,non-spammer
6337,249,528,527,190,0,3128,0,0,0,1,59,2,non-spammer
6338,1035,18101,338,2,1,48957,0,2,2,1,81,4,non-spammer
6339,620,162,79,2,0,5108,0,0,0,1,81,0,non-spammer
6340,1076,413,260,725,1,12032,324,0,1,1,96,0,non-spammer
6341,871,174,214,4,0,1913,0,0,0,1,84,0,non-spammer
6342,93,109,72,0,1,2617,0,0,0,1,67,3,non-spammer
6343,96,0,0,0,0,171,0,1,0,1,6,0,non-spammer
6344,994,391,205,9674,23,133235,0,0,1,1,32,3,non-spammer
6345,145,163,74,3,0,1790,0,0,0,1,62,4,non-spammer
6346,143,279,322,0,4,14812,0,0,0,1,114,3,non-spammer
6347,1377,131,365,785,0,1355,2,1,1,1,36,0,non-spammer
6348,1522,46309,423,7,423,52281,0,0,0,1,76,0,non-spammer
6349,537,334,610,2711,0,2181,14,0,1,1,118,6,non-spammer
6350,1031,685,115,1234,46,35169,0,0,0,2,70,15,non-spammer
6351,1121,372,288,15,0,4929,2865,0,1,1,72,5,non-spammer
6352,920,371,439,3129,5,93039,415,0,1,1,85,3,non-spammer
6353,265,96,219,4,2,965,0,0,0,1,95,2,non-spammer
6354,338,268,866,1836,0,1913,2,0,1,1,77,0,non-spammer
6355,1584,52,314,18,1,842,0,0,0,1,26,0,non-spammer
6356,180,8296,93,3,1,60202,0,0,0,1,114,0,non-spammer
6357,469,54,197,158,0,2231,0,0,0,1,32,0,non-spammer
6358,520,82,180,69,0,467,0,0,0,1,70,0,non-spammer
6359,1312,366,281,8,0,18178,0,8,0,1,96,0,non-spammer
6360,94,1794,1989,0,0,19255,0,0,0,1,37,4,non-spammer
6361,401,304,479,10,0,1549,5,1,1,1,96,0,non-spammer
6362,1297,142,218,228,1,3499,0,0,0,1,74,0,non-spammer
6363,9,68,115,0,0,533,0,1,0,1,55,4,non-spammer
6364,1306,1864,1475,213,11,15104,0,1,0,1,59,2,non-spammer
6365,960,74,83,31,1,2193,5556,0,1,1,42,0,non-spammer
6366,115,375,1,0,1,50777,0,0,0,1,31,2,non-spammer
6367,331,646,408,0,13,7618,0,3,0,1,71,2,non-spammer
6368,22,13,28,0,2,14620,0,0,0,1,91,0,non-spammer
6369,632,296,745,22,0,441,0,0,0,1,60,0,non-spammer
6370,1024,255,842,33,4,10237,0,2,0,1,106,0,non-spammer
6371,17,48,95,0,0,229,0,0,0,1,50,0,non-spammer
6372,65,35,58,49,0,1296,0,1,4,1,83,10,non-spammer
6373,1587,221,317,692,19,34457,0,1,1,1,84,4,non-spammer
6374,636,712,774,116,1,10400,0,0,0,1,39,0,non-spammer
6375,1092,57,68,3,0,20,0,0,0,1,59,0,non-spammer
6376,606,60,74,2,1,707,0,0,1,1,72,1,non-spammer
6377,137,64,357,0,15,22897,0,0,0,1,52,1,non-spammer
6378,1445,1011,232,44,72,37734,0,3,0,1,43,0,non-spammer
6379,902,10,50,0,0,857,0,0,0,1,81,0,non-spammer
6380,631,292,44,4427,2,68610,1,0,1,1,69,0,non-spammer
6381,52,126,137,0,0,2206,102,2,1,1,71,0,non-spammer
6382,393,187,299,143,0,2758,0,10,0,1,83,4,non-spammer
6383,3,20,16,17,0,18,1,1,2,1,102,0,non-spammer
6384,763,573,479,109,0,4800,0,7,0,1,54,0,non-spammer
6385,777,34,0,0,8,1020,0,1,0,1,90,0,non-spammer
6386,901,771,316,582,21,5749,0,0,0,2,85,0,non-spammer
6387,425,565,477,1493,2,18841,0,0,0,1,86,9,non-spammer
6388,627,183,205,0,3,132,0,0,0,1,84,6,non-spammer
6389,282,2,5,0,0,5163,0,0,0,2,1,0,non-spammer
6390,537,80,235,7,0,304,0,0,0,1,30,0,non-spammer
6391,1241,67,280,373,1,6897,6,0,1,1,53,0,non-spammer
6392,1271,329,261,13,4,447,0,0,0,1,34,7,non-spammer
6393,1015,1098,1113,0,5,1773,194,0,1,1,98,4,non-spammer
6394,1540,654,847,385,40,30402,0,0,1,1,83,0,non-spammer
6395,176,19,108,4,0,34,16,0,1,1,72,0,non-spammer
6396,1333,3242,3469,3529,8,5743,0,0,0,1,103,4,non-spammer
6397,77,51,66,8,0,304,0,1,0,1,95,0,non-spammer
6398,1116,2181,561,1052,4,10882,0,0,1,1,70,0,non-spammer
6399,7,196,346,0,0,10628,0,0,0,1,112,14,non-spammer
6400,44,179,119,0,0,2128,0,0,0,1,45,6,non-spammer
6401,632,2625,568,5,17,15428,0,0,0,1,47,8,non-spammer
6402,109,15,62,1,0,2140,0,0,0,1,72,1,non-spammer
6403,166,7,112,33,0,602,0,2,0,1,98,3,non-spammer
6404,1452,233,187,1034,17,18691,0,0,0,1,9,0,non-spammer
6405,587,71,168,1,0,624,0,0,0,1,91,1,non-spammer
6406,1370,22,94,4,0,126,1,0,1,1,86,0,non-spammer
6407,697,294,255,4512,0,11513,17,0,1,1,72,0,non-spammer
6408,841,11,47,4,0,7914,0,3,0,1,72,5,non-spammer
6409,56,151,19,0,5,28170,0,0,0,1,64,6,non-spammer
6410,1420,147,159,69,2,7085,3,1,1,1,79,1,non-spammer
6411,1767,846,362,971,15,48155,0,0,0,1,83,0,non-spammer
6412,153,19,88,12,0,51,0,0,0,1,48,0,non-spammer
6413,1186,298,157,101,1,1526,0,0,0,1,46,0,non-spammer
6414,1298,111,227,74,2,5049,0,0,0,1,25,0,non-spammer
6415,404,150,139,59,0,596,0,0,0,1,27,0,non-spammer
6416,1354,119,218,1520,6,14331,0,0,1,1,33,0,non-spammer
6417,466,531,1280,82,0,1705,0,0,0,1,42,0,non-spammer
6418,312,140,137,99,1,3003,0,0,0,1,36,2,non-spammer
6419,93,4,4,0,12,3672,0,0,0,1,106,5,non-spammer
6420,304,52,58,219,0,4391,0,0,0,1,36,4,non-spammer
6421,773,8074,8008,4,11,17686,0,0,1,1,82,1,non-spammer
6422,1128,86,53,191,0,2082,0,0,0,1,20,0,non-spammer
6423,337,51,26,122,0,4861,0,0,0,1,37,2,non-spammer
6424,97,332,287,586,0,1741,0,0,2,1,46,0,non-spammer
6425,809,86,144,4,0,94,0,0,0,1,103,0,non-spammer
6426,344,4,83,15,0,4591,0,0,0,1,25,0,non-spammer
6427,445,312,244,86,0,6640,0,0,0,1,67,4,non-spammer
6428,660,428,215,11,1,18278,0,0,2,1,102,0,non-spammer
6429,1083,155,133,33,3,4103,0,0,0,1,30,0,non-spammer
6430,1524,592,981,2769,1,19709,0,0,1,1,103,0,non-spammer
6431,197,534,946,3,6,4596,0,0,1,1,35,0,non-spammer
6432,408,58,390,0,1,404,0,1,0,1,31,0,non-spammer
6433,56,1239,1418,0,1,8575,0,0,0,1,112,0,non-spammer
6434,1378,447,402,75,9,29912,0,0,0,1,79,0,non-spammer
6435,71,103,89,38,0,210,2,0,1,1,67,1,non-spammer
6436,1073,638,1072,0,4,37409,0,0,0,1,34,0,non-spammer
6437,1155,674,730,563,1,26530,0,3,0,1,20,0,non-spammer
6438,362,201,169,396,2,2641,0,0,0,1,56,0,non-spammer
6439,106,0,0,19,0,20,2153,1,1,1,113,8,non-spammer
6440,1581,2224,1956,4,19,7845,0,0,0,1,83,0,non-spammer
6441,1757,377,556,100,4,21309,0,0,1,1,48,0,non-spammer
6442,486,9635,8983,52,163,16980,0,0,0,1,118,4,non-spammer
6443,694,277,333,671,1,8415,0,1,1,1,49,4,non-spammer
6444,98,26,15,0,0,2355,0,2,0,1,86,4,non-spammer
6445,411,2391,2570,2049,70,74041,7,0,2,1,91,9,non-spammer
6446,22,16,28,0,2,14613,0,0,0,1,91,0,non-spammer
6447,35,7,123,0,0,16839,0,6,0,1,117,0,non-spammer
6448,1303,736,380,164,40,17356,0,0,1,1,68,0,non-spammer
6449,1735,183,124,19,2,51034,0,0,0,1,8,0,non-spammer
6450,1590,1124,351,89,14,27620,0,0,0,1,20,0,non-spammer
6451,141,162,210,32,0,1840,912,0,1,1,67,4,non-spammer
6452,1363,55,351,22,1,578,0,0,0,1,21,0,non-spammer
6453,1243,158,344,352,3,11801,0,1,0,1,17,0,non-spammer
6454,1300,416,1037,42,4,8769,0,0,0,1,112,0,non-spammer
6455,459,236,559,2389,0,3859,7434,0,1,1,39,0,non-spammer
6456,1048,1318,65,175,40,2577,0,0,1,1,13,0,non-spammer
6457,1751,385,271,42,1,25455,0,1,1,1,93,2,non-spammer
6458,1665,2214,734,154,52,6156,128,1,1,1,114,0,non-spammer
6459,1701,1191,1861,41,23,30751,0,1,0,1,115,0,non-spammer
6460,1740,4422,830,30,29,12861,0,1,0,1,81,0,non-spammer
6461,1130,15295,14171,319,65,68447,0,0,0,1,93,0,non-spammer
6462,1263,246,365,0,1,531,1,0,2,1,98,0,non-spammer
6463,561,29,43,24,1,2645,0,1,0,1,56,0,non-spammer
6464,884,260,230,311,3,7878,0,0,0,1,29,0,non-spammer
6465,712,91,244,364,0,10419,0,0,0,1,68,1,non-spammer
6466,555,647,218,582,1,37937,0,0,0,1,82,1,non-spammer
6467,724,1082,1039,15,0,12181,0,0,0,1,67,2,non-spammer
6468,1008,179,159,5,1,4152,0,0,0,1,41,0,non-spammer
6469,1787,704,731,148,13,16004,8,0,1,2,96,3,non-spammer
6470,1280,750,1696,31,31,809,0,0,0,1,18,0,non-spammer
6471,1580,214,438,567,2,3305,1,0,1,1,121,0,non-spammer
6472,724,288,913,26,0,1053,0,0,0,1,50,0,non-spammer
6473,1458,277,206,1094,0,19405,0,0,0,1,54,0,non-spammer
6474,15,1,5,0,0,23,11715,0,1,1,48,0,non-spammer
6475,289,509,365,14201,23,31418,3,0,1,1,64,1,non-spammer
6476,656,11,8,0,0,5716,0,0,0,1,117,0,non-spammer
6477,1302,166,216,0,2,425,0,1,6,1,116,4,non-spammer
6478,1100,166,210,883,2,5214,0,8,0,1,100,0,non-spammer
6479,21,7,29,0,0,141,0,0,0,1,49,9,non-spammer
6480,1023,323,274,4,0,6000,0,0,0,1,119,1,non-spammer
6481,2055,10860,579,61,268,38794,0,0,0,1,19,0,non-spammer
6482,545,123,100,1,0,322,0,0,0,1,20,0,non-spammer
6483,417,19,45,0,0,271,0,0,0,1,63,0,non-spammer
6484,1391,351,103,18,57,9210,0,0,3,1,63,4,non-spammer
6485,405,449,495,5243,8,28248,18,0,1,1,110,6,non-spammer
6486,964,259,259,0,14,100795,0,2,0,2,91,6,non-spammer
6487,441,9559,2987,17,35,10846,0,0,0,2,79,0,non-spammer
6488,768,8,148,1,0,395,0,0,0,1,49,0,non-spammer
6489,607,868,1247,200,11,32067,2,0,1,1,97,0,non-spammer
6490,948,1256,462,144,0,37393,2054,0,1,1,110,3,non-spammer
6491,765,120,203,54,0,775,0,0,0,1,76,1,non-spammer
6492,989,1152,773,155,1,22663,0,0,0,1,82,0,non-spammer
6493,284,487,481,1456,8,9557,2,0,1,1,97,5,non-spammer
6494,804,106,121,29,0,1671,0,0,0,1,53,0,non-spammer
6495,26,0,0,0,0,5,0,0,0,1,31,0,non-spammer
6496,1598,11497,408,24,142,1498,0,0,0,2,82,0,non-spammer
6497,532,89,69,4402,0,1580,32,0,1,1,80,0,non-spammer
6498,86,293,2002,199,0,4664,0,0,0,1,48,0,non-spammer
6499,1488,577,510,394,35,53395,0,1,1,1,76,0,non-spammer
6500,705,50,74,0,5,3749,0,0,0,1,51,3,non-spammer
6501,91,104,98,85,0,282,0,0,0,1,34,0,non-spammer
6502,943,6366,6192,4601,67,44345,0,0,0,1,20,0,non-spammer
6503,656,801,600,170,0,19691,0,0,0,1,84,5,non-spammer
6504,848,116,135,64,2,2264,0,0,0,1,7,0,non-spammer
6505,128,18,0,0,2,537,0,0,0,1,0,0,non-spammer
6506,887,21,20,128,0,1796,3,0,1,1,30,0,non-spammer
6507,1617,894,769,724,20,11029,2,0,1,1,102,0,non-spammer
6508,89,80,152,33,0,316,0,0,1,1,112,0,non-spammer
6509,657,11397,10984,150,6,3795,0,0,0,1,82,2,non-spammer
6510,1241,374,189,13,24,41575,5,1,1,3,59,0,non-spammer
6511,273,855,1571,274,3,1266,0,0,1,1,85,0,non-spammer
6512,6,83,285,217,0,57,0,0,0,1,26,0,non-spammer
6513,14,190,1914,3,0,430,0,0,0,1,56,0,non-spammer
6514,196,1566,1995,0,0,4643,0,0,0,1,118,4,non-spammer
6515,140,420,962,9,2,1282,0,1,0,1,40,0,non-spammer
6516,640,241,286,17,0,14708,0,0,0,1,74,1,non-spammer
6517,1335,393,0,0,10,666,0,0,0,1,79,0,non-spammer
6518,1488,197,322,135,4,1509,0,0,1,1,42,0,non-spammer
6519,206,127,221,3,0,672,0,0,0,1,35,0,non-spammer
6520,1067,856,474,1107,10,28562,3,0,2,1,121,1,non-spammer
6521,86,1051,1154,37,0,2890,1576,0,2,1,96,4,non-spammer
6522,617,11,25,13,0,583,0,0,0,1,79,0,non-spammer
6523,1593,20,37,8,1,486,7,0,2,1,82,0,non-spammer
6524,1125,106,267,10,1,1185,0,0,0,1,104,2,non-spammer
6525,1077,213,335,9572,7,32500,0,0,0,1,48,0,non-spammer
6526,341,1275,1086,5345,12,20148,0,0,1,1,44,4,non-spammer
6527,910,1006,0,0,23,75020,0,0,0,1,115,2,non-spammer
6528,1234,1091,611,1944,51,13976,0,0,0,2,18,0,non-spammer
6529,1532,451,569,10,21,23047,0,0,0,1,55,2,non-spammer
6530,262,601,434,63,0,2256,0,0,0,1,27,0,non-spammer
6531,686,243,67,33,0,1682,0,0,1,1,28,0,non-spammer
6532,1136,1526,47,450,10,500,0,0,2,1,83,0,non-spammer
6533,40,159,390,3,0,1981,0,0,0,1,114,0,non-spammer
6534,6,190,210,23,0,657,0,0,1,2,90,5,non-spammer
6535,341,164,253,23,4,1440,0,0,0,1,118,0,non-spammer
6536,709,249,130,152,1,3194,1,2,2,1,46,1,non-spammer
6537,1296,12,13,2,0,2615,0,0,0,2,37,0,non-spammer
6538,973,2,10,0,0,640,0,0,0,1,26,0,non-spammer
6539,166,238,296,0,0,842,1,0,1,1,61,0,non-spammer
6540,1663,181,302,10,2,15948,0,0,0,1,79,0,non-spammer
6541,999,106,219,6,0,1037,154,0,2,1,100,4,non-spammer
6542,659,420,438,97,2,13898,0,0,0,1,82,0,non-spammer
6543,1286,319,212,100,0,22968,0,0,0,1,7,0,non-spammer
6544,854,162,334,3530,0,7281,12,0,1,1,29,4,non-spammer
6545,546,1614,1299,2146,6,60834,0,0,0,1,68,5,non-spammer
6546,36,37,80,9,0,709,0,0,0,1,43,0,non-spammer
6547,1234,265,221,369,9,8021,0,3,0,1,67,0,non-spammer
6548,1698,459289,16479,956,1930,48240,0,1,3,1,85,0,non-spammer
6549,800,18,105,114,0,491,0,0,0,1,14,4,non-spammer
6550,2460,477,347,661,66,141903,0,0,0,1,66,0,non-spammer
6551,1180,7141,106,11,67,15583,0,1,0,2,59,0,non-spammer
6552,322,122,493,4,1,267,0,0,0,1,85,1,non-spammer
6553,1252,2113,1164,858,24,12314,16,1,1,1,92,1,non-spammer
6554,29,206,368,593,0,759,0,0,0,1,87,30,non-spammer
6555,0,0,13,0,0,1,0,0,0,1,27,0,non-spammer
6556,430,186,76,5936,1,11194,0,0,1,1,15,0,non-spammer
6557,1745,609456,440,5,1617,151342,0,3,0,1,85,4,non-spammer
6558,258,63,34,0,0,474,0,0,0,1,35,0,non-spammer
6559,1498,885,2002,4390,3,4923,13,0,1,1,65,0,non-spammer
6560,1148,338,486,6575,15,81538,61,0,1,1,75,6,non-spammer
6561,498,742,707,2,1,457,0,0,0,1,93,2,non-spammer
6562,603,245,808,1,4,12273,0,0,0,1,86,0,non-spammer
6563,249,333,882,0,5,627,0,0,0,1,100,0,non-spammer
6564,844,346,284,30,1,5591,0,0,0,1,43,1,non-spammer
6565,24,8,13,0,0,20,0,0,0,1,19,0,non-spammer
6566,11,0,5,0,0,7,2623,0,1,1,60,0,non-spammer
6567,1435,459,447,110,0,12288,0,1,1,1,89,0,non-spammer
6568,180,25,156,0,0,367,0,0,0,1,45,0,non-spammer
6569,294,47,472,22,0,956,4,0,1,1,118,4,non-spammer
6570,1334,393,229,7,6,14559,0,1,1,1,45,0,non-spammer
6571,1141,45,124,0,0,11358,0,1,0,1,82,0,non-spammer
6572,1667,164,654,585,6,80622,0,0,0,1,66,0,non-spammer
6573,1752,467,1119,109,6,2232,0,0,0,1,20,0,non-spammer
6574,1714,15652,186,0,121,166890,0,0,0,1,61,0,non-spammer
6575,862,349,391,7869,3,29104,0,0,0,1,86,9,non-spammer
6576,980,63,5,0,0,16784,0,0,0,1,38,0,non-spammer
6577,1606,1360,846,1825,85,5046,0,0,0,1,110,0,non-spammer
6578,685,281,354,144,0,13482,0,0,0,1,35,0,non-spammer
6579,1470,58,391,5,0,525,0,5,0,1,65,0,non-spammer
6580,951,982,1278,42,7,152780,0,1,1,1,41,0,non-spammer
6581,1261,429,98,0,2,992,0,1,0,1,108,0,non-spammer
6582,682,8515,76,1,0,1665,0,0,0,1,20,0,non-spammer
6583,64,0,1,0,0,65,0,0,0,1,5,0,non-spammer
6584,655,113,368,139,0,11290,2,1,1,1,118,2,non-spammer
6585,1590,1342,1050,795,19,33024,0,0,0,1,105,0,non-spammer
6586,1020,2965,2711,242,97,11007,0,0,1,1,70,0,non-spammer
6587,10,0,0,0,0,11,0,0,0,1,65,0,non-spammer
6588,672,465,185,24,0,10165,1,0,1,1,79,2,non-spammer
6589,1660,212,148,11,4,14355,2,0,1,1,118,0,non-spammer
6590,396,109,86,0,2,150453,0,1,0,1,32,0,non-spammer
6591,4,1,24,0,0,2,0,0,0,1,14,0,non-spammer
6592,193,566,582,2026,4,7914,0,1,0,1,79,0,non-spammer
6593,1636,959,145,0,61,1407,0,0,0,1,33,0,non-spammer
6594,1879,66842,2610,489,2838,28031,0,0,0,1,109,9,non-spammer
6595,1049,673,312,758,61,90147,9,0,1,1,47,0,non-spammer
6596,154,2,21,0,0,9,0,1,0,1,63,0,non-spammer
6597,1715,46984,27358,4251,184,30642,0,2,0,1,90,0,non-spammer
6598,951,68,203,9,1,977,0,1,0,1,15,0,non-spammer
6599,783,146,219,8,0,1129,0,0,0,1,36,0,non-spammer
6600,614,14322,14455,1,20,186993,0,3,0,1,75,0,non-spammer
6601,356,8,29,1,0,1880,0,0,0,1,46,1,non-spammer
6602,1046,11,132,2,0,30,0,0,0,1,0,0,non-spammer
6603,635,6,13,1,0,634,0,0,0,1,81,0,non-spammer
6604,595,628,787,2114,2,28709,0,0,1,1,31,6,non-spammer
6605,1543,9,582,0,0,496,4,1,1,1,47,0,non-spammer
6606,870,467,225,3,1,20339,0,0,0,1,54,0,non-spammer
6607,167,15,77,0,0,56,3,1,1,1,118,3,non-spammer
6608,813,190,82,0,3,62646,0,0,0,1,25,0,non-spammer
6609,1582,6303,6754,21,43,5619,0,6,0,1,81,2,non-spammer
6610,322,167,77,154,0,3154,2934,0,1,1,112,1,non-spammer
6611,639,1,1,0,0,180,0,1,1,1,98,0,non-spammer
6612,1099,250,1174,177,0,3426,0,6,0,1,99,0,non-spammer
6613,1061,1855,1281,19,53,176325,0,1,0,1,17,0,non-spammer
6614,652,7,73,6,0,311,7,0,1,1,90,8,non-spammer
6615,106,0,0,14,0,15,5320,0,1,1,33,0,non-spammer
6616,36,51,140,6,0,351,0,6,0,1,71,0,non-spammer
6617,0,31,69,0,0,889,0,0,0,6,5,0,non-spammer
6618,468,330,1769,306,1,9388,0,0,0,1,72,0,non-spammer
6619,1238,1011,906,2,0,4486,995,0,2,1,96,4,non-spammer
6620,52,7,24,0,0,72,0,2,0,1,74,4,non-spammer
6621,847,149,105,605,0,1869,0,0,0,1,82,0,non-spammer
6622,769,141,122,35,0,1245,441,0,1,1,113,6,non-spammer
6623,145,12,74,3,0,75,0,0,0,1,40,4,non-spammer
6624,76,334,314,24,0,2933,0,0,1,2,90,5,non-spammer
6625,669,133,178,15,0,2559,986,2,1,1,105,0,non-spammer
6626,1242,420,407,9,0,7003,0,0,0,1,82,0,non-spammer
6627,1449,7075,3558,16438,52,31891,0,0,0,1,45,3,non-spammer
6628,691,281,675,386,0,9385,0,0,0,1,17,0,non-spammer
6629,211,669,431,4480,0,1044,0,0,0,1,69,2,non-spammer
6630,892,199,169,344,1,32615,0,0,0,1,37,0,non-spammer
6631,540,5211,4519,523,2,24021,0,0,0,1,110,2,non-spammer
6632,120,167,254,0,0,1052,0,0,0,1,77,1,non-spammer
6633,99,7,22,1,0,500,0,0,1,1,118,0,non-spammer
6634,249,47,56,279,0,8364,0,0,0,1,118,8,non-spammer
6635,1850,712,1994,15,9,1089,1,2,3,1,118,2,non-spammer
6636,596,10,71,1,0,17,0,0,0,1,117,0,non-spammer
6637,485,294,249,529,24,48137,0,0,1,1,27,4,non-spammer
6638,287,0,0,49,0,50,7255,1,1,1,112,10,non-spammer
6639,2336,5440,1416,314,239,21481,0,0,2,1,109,0,non-spammer
6640,562,132,112,29,7,7791,0,0,0,1,18,0,non-spammer
6641,399,11033,11,11,33,159252,0,2,0,1,114,4,non-spammer
6642,23,124,53,9,0,172,0,0,0,1,64,0,non-spammer
6643,1667,469,87,19,15,1733,0,0,0,1,87,0,non-spammer
6644,1368,407,366,100,1,21792,0,0,1,1,47,0,non-spammer
6645,1509,897,782,753,29,27414,0,0,2,1,77,0,non-spammer
6646,434,0,0,0,0,531,0,0,0,1,103,12,non-spammer
6647,740,19,37,1,0,170,4,1,1,1,107,9,non-spammer
6648,4,26,75,0,0,26,0,3,0,1,78,0,non-spammer
6649,1766,1003,177,72,108,29968,0,0,0,1,26,0,non-spammer
6650,179,6025,6445,0,6,20951,0,0,0,1,65,5,non-spammer
6651,210,179,164,3766,0,5780,0,0,0,1,44,2,non-spammer
6652,328,849,798,0,16,156770,0,4,0,1,55,2,non-spammer
6653,1636,323,300,118,2,3858,0,1,0,1,29,0,non-spammer
6654,1438,550,469,1202,0,79920,0,0,0,1,117,4,non-spammer
6655,1418,220,228,2,2,21263,0,0,1,1,100,2,non-spammer
6656,498,4623,5087,0,2,91306,0,2,0,1,54,0,non-spammer
6657,1008,59,63,823,3,5230,0,0,1,1,30,2,non-spammer
6658,733,337,304,94,0,9325,0,0,0,1,50,0,non-spammer
6659,72,13717,0,0,90,1409,53,0,1,1,74,0,non-spammer
6660,1832,2345,1929,9,66,457277,0,2,0,1,43,3,non-spammer
6661,1524,0,3,0,0,44,0,2,1,1,106,2,non-spammer
6662,574,387,1170,0,2,568356,0,1,0,1,23,0,non-spammer
6663,666,1499,1999,54,3,376,0,0,0,2,86,4,non-spammer
6664,1359,82,378,347,2,9345,0,0,0,1,58,0,non-spammer
